area,min_row,min_col,max_row,max_col,row_centroid,col_centroid,convex_area,label,major_axis_length,minor_axis_length,orientation,perimeter,perimeter_crofton,cloud_fraction,band_7_reflectance,band_2_reflectance,band_1_reflectance
272,294.0,298.0,310.0,316.0,303.0,307.0,280.0,54.0,19.76,17.86,-1.51,59.8,59.37,0.0,0.03,0.64,0.7
123,325.0,251.0,338.0,262.0,332.0,257.0,132.0,59.0,13.54,11.62,0.05,40.38,40.97,0.0,0.07,0.7,0.76
91,326.0,330.0,336.0,340.0,331.0,336.0,95.0,60.0,11.79,10.01,-0.91,33.56,34.49,0.0,0.02,0.77,0.83
55,336.0,175.0,343.0,182.0,340.0,178.0,57.0,61.0,9.05,7.81,0.96,25.07,26.45,0.0,0.09,0.67,0.74
126,339.0,283.0,352.0,294.0,346.0,288.0,132.0,62.0,14.88,10.87,0.5,40.38,40.97,0.0,0.03,0.76,0.82
150,347.0,248.0,364.0,259.0,355.0,253.0,159.0,63.0,18.38,10.96,0.22,47.8,48.0,0.0,0.03,0.73,0.79
340,347.0,371.0,368.0,391.0,357.0,381.0,362.0,64.0,24.94,17.74,0.67,70.28,69.32,0.0,0.03,0.76,0.83
364,348.0,196.0,368.0,219.0,358.0,207.0,382.0,65.0,24.75,18.9,1.44,71.94,70.89,0.01,0.05,0.68,0.76
155,348.0,236.0,365.0,248.0,358.0,242.0,171.0,66.0,18.71,11.37,0.03,49.8,49.89,0.0,0.04,0.68,0.75
79,354.0,346.0,364.0,354.0,359.0,350.0,83.0,67.0,10.95,9.2,-0.01,30.73,31.81,0.0,0.02,0.74,0.83
63,356.0,153.0,364.0,161.0,359.0,157.0,68.0,68.0,9.51,8.64,-0.8,27.9,29.13,0.0,0.11,0.67,0.73
65,369.0,354.0,380.0,360.0,375.0,356.0,69.0,71.0,12.23,6.88,-0.01,29.31,30.47,0.0,0.04,0.74,0.81
146,380.0,366.0,390.0,385.0,385.0,375.0,157.0,72.0,20.72,9.13,-1.27,50.04,50.12,0.0,0.04,0.62,0.69
149,385.0,379.0,395.0,395.0,390.0,388.0,157.0,74.0,18.37,10.6,-1.32,46.73,46.98,0.0,0.03,0.74,0.81
